CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
50186145,F AND M COFFEE INC,Brooklyn,623,CHURCH AVENUE,11218,9295753885,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.64515958,-73.9738279,312,40,50400,3124342,3053290044,BK40,POINT (-73.973827900006 40.645159577691)
50181644,ARF NEW YORK INC,Bronx,251,8TH AVE,,9176153267,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,0,0,,,,,2,,
50169736,NYLS,Manhattan,185,WEST BROADWAY,10013,7043286780,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.71816787,-74.00711388,101,1,3300,1001967,1001760018,MN24,POINT (-74.007113883226 40.718167867208)
50189053,MINITALIA PIZZERIA,Queens,66-25,FRESH POND ROAD,11385,7183862006,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.708203,-73.89785966,405,30,61301,4087675,4036130008,QN20,POINT (-73.897859655129 40.708203002691)
50181930,KYTHIRA NP,Manhattan,32,GRAND STREET,10013,3474206668,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.72278195,-74.00459621,102,1,4700,1077735,1004760045,MN24,POINT (-74.004596205435 40.722781949849)
50191331,CREOLA,Manhattan,1261,PARK AVENUE,10029,8455492892,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.78749886,-73.95184803,111,5,15802,1051722,1016250004,MN33,POINT (-73.95184803195 40.787498863141)
50122466,DALI NYC,Manhattan,37,MARKET STREET,10002,6465900612,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.71246981,-73.99439451,103,1,800,1079615,1002770020,MN27,POINT (-73.994394510222 40.712469811365)
50176194,SUDUCHNY LLC,Brooklyn,628,AVENUE U,11223,7184313682,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.59789198,-73.96481538,315,48,39200,3193035,3071330011,BK25,POINT (-73.964815384602 40.597891977583)
50179548,THE MALLORY,Manhattan,261,11 AVENUE,10001,6092036083,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.7514949,-74.00511793,104,3,9900,1079184,1006730001,MN13,POINT (-74.005117927234 40.751494902034)
50180422,ELITE LAB,Queens,193-12,LINDEN BOULEVARD,11412,3473038097,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.69274388,-73.75836088,412,27,39400,4271603,4126100105,QN08,POINT (-73.758360882712 40.692743884034)
50188459,PECK SLIP SOCIAL,Manhattan,36,PECK SLIP,10038,9176804272,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.70772149,-74.0015221,101,1,1501,1079115,1000970030,MN25,POINT (-74.00152210266 40.707721486856)
50016849,WIBAR,Queens,,LA GUARDIA AIRPORT,11369,9177171353,American,01/18/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,,,09/10/2026,Cycle Inspection / Initial Inspection,,,,,,,,,
50190489,SANCHO PANCHO BAKERY,Brooklyn,6905,FORT HAMILTON PARKWAY,11228,9293271023,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.62858617,-74.0122632,310,38,20800,3145955,3058790009,BK30,POINT (-74.012263199563 40.628586171446)
50187428,RASUWA LIRUNG,Queens,Feb-63,ROOSEVELT AVENUE,11377,7186516888,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.74583371,-73.90092348,402,26,26100,4030061,4012950015,QN63,POINT (-73.900923482955 40.745833712412)
50180521,HERRADURA SPORTS BAR RESTAURANT CORP.,Queens,40-16,NATIONAL STREET,11368,7187876633,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.74925028,-73.86293941,404,21,40500,4048538,4019740012,QN26,POINT (-73.862939414303 40.749250283576)
50177727,OODLES,Brooklyn,1298,MYRTLE AVE,11221,3472400742,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.69816126,-73.92443595,304,37,42100,,3,BK78,POINT (-73.924435947672 40.698161261328)
50167380,ZIEGFELD BALLROOM,Manhattan,141,WEST   54 STREET,10019,2122689400,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.7630048,-73.98003373,105,6,13700,1083720,1010070029,MN17,POINT (-73.980033733133 40.763004799252)
50187451,BILLARDS LA CASA 9 CORP.,Manhattan,3428,BROADWAY,10031,9295307341,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.8229203,-73.95299657,109,7,22500,1061726,1020710001,MN04,POINT (-73.952996574459 40.822920299181)
50180452,ALL LIN COMING INC,Staten Island,1022,ROSSVILLE AVENUE,10309,3472799411,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.55212904,-74.21209266,503,51,20801,5110507,5070540518,SI32,POINT (-74.212092661776 40.552129043699)
40536414,LA CABANA,Brooklyn,106264,FLATBUSH AVENUE,,7182870248,Latin American,11/29/2023,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,21,,,09/10/2026,Cycle Inspection / Compliance Inspection,0,0,,,,,3,,
50177361,CHAR-CUTE-RIE BY BOHEMIAN PICNICS,Manhattan,151,WEST   34 STREET,10001,3475171854,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.75050916,-73.98947917,105,3,10900,1015219,1008100001,MN17,POINT (-73.989479170444 40.750509164767)
50191851,LEDO PIZZA,Queens,Jan-72,QUEENS BOULEVARD,11377,2128821245,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.73939393,-73.89120791,402,26,48500,4000000,4013520125,QN50,POINT (-73.891207913292 40.739393927638)
50185331,CHOCOLE,Manhattan,401,WEST   52 STREET,10019,9176502526,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.76491631,-73.98845526,104,3,13300,1076208,1010620029,MN15,POINT (-73.988455259317 40.764916306658)
50043566,ROW HOUSE,Manhattan,2128,FREDERICK DOUGLASS BOULEVARD,,2122560019,American,11/07/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,34,,,09/10/2026,Cycle Inspection / Initial Inspection,0,0,,,,,1,,
50190060,SEMM SWPK LLC,Manhattan,417,LAFAYETTE STREET,10003,2125981155,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.72873244,-73.99238347,102,2,5700,1008772,1005440012,MN23,POINT (-73.992383469849 40.728732442487)
50179767,CEDAR BROS CORP,Brooklyn,271,BAY RIDGE AVENUE,11220,6463397841,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.63591231,-74.02659001,310,47,6800,3145156,3058620055,BK31,POINT (-74.026590008197 40.635912311744)
50163305,ACCENTURE WATER ST.,Manhattan,55,WATER STREET,10041,7043285184,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.7035902,-74.00978125,101,1,900,1083346,1000327501,MN25,POINT (-74.009781245549 40.703590200178)
50189040,ARTONIKO ART LLC,Bronx,4341A,KATONAH AVE,10470,6469737643,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.9000136,-73.86765545,212,11,44902,,2,BX62,POINT (-73.867655452061 40.90001359624)
50188428,DUNKIN DONUTS,Staten Island,2339,RICHMOND AVENUE,10314,7183700082,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.59129808,-74.16496001,502,51,27706,5107370,5023800040,SI24,POINT (-74.164960012504 40.591298078669)
50171800,WONDER,Brooklyn,1223,SURF AVENUE,11224,9088086982,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.57554763,-73.98034197,313,47,35000,3196563,3072660261,BK23,POINT (-73.98034196547 40.575547631002)
50174186,BAR REVE,Brooklyn,222,SMITH STREET,11231,2678854720,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.68408051,-73.992266,306,39,6900,3006512,3004080037,BK38,POINT (-73.992265999387 40.684080511705)
50162316,PARISH PO' BOYS LLC,Manhattan,42,BROADWAY,10004,9175823432,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.7062633,-74.01290873,101,1,900,1000812,1000220020,MN25,POINT (-74.012908734166 40.706263297358)
50172071,THE SEAFOOD SPOT LLC.,Bronx,632,WALTON AVENUE,10451,6469222027,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.82124915,-73.92740648,204,8,6300,2001077,2023480053,BX63,POINT (-73.927406481566 40.821249152884)
50191740,NICE DAY OAKLAND GARDENS,Queens,61-13,SPRINGFIELD BOULEVARD,11364,2034999146,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.74880214,-73.7565507,411,23,137700,4163156,4076440009,QN42,POINT (-73.756550702886 40.748802144384)
50111773,SOSA AND ZUCO LLC,Brooklyn,325,FRANKLIN AVENUE,11238,9176274174,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.68829146,-73.9570871,303,36,23300,3055808,3019540004,BK75,POINT (-73.957087095592 40.688291458438)
50182934,BABAS PIEROGIES,Brooklyn,4413,6 AVENUE,11220,6466430950,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.64699049,-74.00475313,307,38,9600,3011297,3007400001,BK34,POINT (-74.004753125478 40.646990492713)
50148844,PEPPA'S JERK CHICKEN,Brooklyn,383,5 AVENUE,11215,7187579756,Caribbean,06/14/2025,No violations were recorded at the time of this inspection.,,,Not Applicable,0,,,09/10/2026,Inter-Agency Task Force / Initial Inspection,40.67084447,-73.98489196,306,39,13700,3021640,3009940010,BK37,POINT (-73.984891962946 40.670844468191)
50128797,"SODEXOMAGIC, LLC",Queens,,JFK INTERNATIONAL AIRPORT,11430,2406736783,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,,,,,,,,,
50184690,MONKEY THIEF,Manhattan,754,9 AVENUE,10019,2129331295,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.7638596,-73.98866121,104,3,13300,1025188,1010410062,MN15,POINT (-73.988661209213 40.763859595575)
50183614,LUCKY RABBIT RAMEN,Brooklyn,140,PLYMOUTH STREET,11201,3479160098,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.70379587,-73.98818817,302,33,2100,3000025,3000290008,BK38,POINT (-73.988188171677 40.703795866796)
50081641,DUNKIN,Queens,N/A,"MARINE TER, LA GARDIA AIRPORT",11371,9732238527,Donuts,02/06/2020,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,02/06/2020,09/10/2026,Cycle Inspection / Initial Inspection,,,,,,,,,
50189027,YUAN IS HERE NYC INC,Queens,133-36,37 AVENUE,11354,3474398026,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.76060506,-73.83364082,407,20,87100,4597144,4049727505,QN22,POINT (-73.833640816461 40.760605063291)
50123866,THE SANCTUARY,Manhattan,851,MAIN STREET,10044,9177330131,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.76748866,-73.9437506,108,5,23802,1085553,1013730001,MN31,POINT (-73.943750596944 40.767488664601)
50125883,BURGEROLOGY,Manhattan,320,WEST   36 STREET,10018,9174404489,Hamburgers,12/27/2023,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,09/10/2026,Administrative Miscellaneous / Initial Inspection,40.75381689,-73.99336234,104,3,11100,1090332,1007590055,MN13,POINT (-73.993362343069 40.753816891372)
50135791,SSP AMERICA INC,Queens,,TERM 4,11430,7037237264,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,,,,,,,,,
50062556,THEP,Manhattan,1439,2 AVENUE,10021,2128999995,Thai,09/11/2025,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,54,,,09/10/2026,Cycle Inspection / Initial Inspection,40.77065636,-73.95701938,108,4,13400,1044032,1014290028,MN31,POINT (-73.957019376219 40.770656360154)
50034742,BLUJEEN,Manhattan,2143,FREDERICK DOUGLASS BOULEVARD,,2122561073,American,08/29/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,19,,,09/10/2026,Cycle Inspection / Initial Inspection,0,0,,,,,1,,
50094454,HALAL FRIED CHICKEN & PIZZA,Bronx,2280,BATHGATE AVENUE,10457,7182957867,Chicken,12/10/2024,No violations were recorded at the time of this inspection.,,,Not Applicable,0,,,09/10/2026,Cycle Inspection / Initial Inspection,40.85426533,-73.89210375,206,15,38500,2011587,2030510024,BX01,POINT (-73.892103754689 40.854265331567)
50185311,WHISKEY BLUE,Manhattan,108,GREENWICH STREET,10006,6462207040,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.708492,-74.01337446,101,1,1300,1001052,1000530035,MN25,POINT (-74.013374460134 40.708491997367)
50134040,COMPTON'S,Brooklyn,99,FRANKLIN STREET,11222,7185763927,Sandwiches,08/13/2025,Establishment re-opened by DOHMH.,,,Not Applicable,0,,,09/10/2026,Pre-permit (Operational) / Reopening Inspection,40.72933966,-73.95751878,301,33,56500,3064799,3025620026,BK76,POINT (-73.9575187827 40.729339656437)
50180212,NAISNOW,Manhattan,971,AMSTERDAM AVENUE,10025,3322596720,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.80143871,-73.96496022,107,7,19300,1055994,1018620063,MN09,POINT (-73.964960219668 40.801438708714)
50037988,BANH MI PLACE,Brooklyn,824B,WASHINGTON AVE,11238,7185522660,Southeast Asian,05/06/2026,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,20,,,09/10/2026,Cycle Inspection / Initial Inspection,40.67331525,-73.96291165,308,35,21500,,3,BK64,POINT (-73.962911651284 40.673315251533)
50168475,YANGDONGHIA NEW YORK INC,Queens,42-96,MAIN STREET,11355,9175631212,Chinese,05/21/2026,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,09/10/2026,Administrative Miscellaneous / Initial Inspection,40.75264915,-73.82699794,407,20,79702,4115453,4051240043,QN22,POINT (-73.826997943764 40.752649147549)
50167752,ONE AND ONE,Manhattan,12,1 AVENUE,10009,6466577217,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.72335785,-73.98834704,103,2,3002,1083474,1004290001,MN22,POINT (-73.988347038953 40.723357851029)
50134665,SPIRIT OF NEW JERSEY,Manhattan,,CHELSEA PIERS,10011,6466519236,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,,,,,,,,,
50191209,YU HSUN LIN,Queens,39-22,MAIN STREET,11354,6466458868,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.76004586,-73.83038624,407,20,87100,4112310,4049760001,QN22,POINT (-73.830386242617 40.760045856989)
50141709,LUCKY WING,Brooklyn,4805,CHURCH AVENUE,11203,7069087539,Chicken,10/28/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,26,B,10/28/2024,09/10/2026,Cycle Inspection / Re-inspection,40.65165585,-73.93215779,317,41,87000,3102056,3046740043,BK91,POINT (-73.932157788314 40.65165584532)
50169252,"CULINART, INC.",Manhattan,10,CENTRAL ROAD,10035,7043286780,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.7922623,-73.92382673,111,8,24000,1085645,1018190203,MN99,POINT (-73.92382673347 40.792262304015)
50176239,AMY HSIAO,Manhattan,393,BROADWAY,10013,9173356672,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.71839587,-74.00274167,101,1,3300,1002217,1001930045,MN24,POINT (-74.002741668262 40.718395870807)
50178862,ASCEND FOOD GROUP LLC,Manhattan,2O,UNION SQ W,,3472440804,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,0,0,,,,,1,,
50148583,BLUESTONE LANE,Manhattan,,CHELSEA PIERS,10011,7183746858,Coffee/Tea,02/05/2026,Violations were cited in the following area(s).,7月19日,"Failure to maintain a sufficient supply of single-use, non-compostable plastic straws.",Not Critical,,,,09/10/2026,Administrative Miscellaneous / Initial Inspection,,,,,,,,,
50192091,STEAK HOAGIES 1999 INC,Manhattan,2393,FREDERICK DOUGLASS BOULEVARD,,3478891129,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,0,0,,,,,1,,
50184662,PIAOXIANGYUAN5 INC,Queens,136-20,ROOSEVELT AVENUE,11354,9293296976,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.75977791,-73.82923543,407,20,85300,4113546,4050190005,QN22,POINT (-73.829235428489 40.759777908235)
50162045,WOOD FIRED EDIBLES INC.,Manhattan,1802,65TH ST,,5164455245,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,0,0,,,,,1,,
50141675,METROPOLIS BY MARCUS SAMUELSSON,Manhattan,251,FULTON STREET,10048,2122663818,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.71161034,-74.01069141,101,1,1300,1090954,1000580001,MN25,POINT (-74.010691413561 40.711610337212)
50140915,DILLLI BISTRO,Manhattan,178,CHURCH STREET,10013,5168498040,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.71560149,-74.00741662,101,1,3300,1001604,1001460027,MN24,POINT (-74.007416621995 40.715601489743)
50177754,THE EIGHTH COCKTAIL BAR,Manhattan,132,7 AVENUE,10011,2397707246,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.74096609,-73.99793222,104,3,8100,1013853,1007670043,MN13,POINT (-73.997932223491 40.740966091414)
50066927,PLG COFFEE HOUSE & TAVERN,Brooklyn,499,ROGERS AVENUE,11225,3474137944,Coffee/Tea,09/24/2024,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,09/10/2026,Administrative Miscellaneous / Re-inspection,40.66003806,-73.9534614,309,40,80000,3114987,3050330001,BK60,POINT (-73.953461403117 40.66003805752)
50047418,CHEZ MATY ET SOKHNA,Manhattan,2249,ADAM CLAYTON POWELL JR BOULEVARD,,2123685005,African,01/28/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,42,C,01/28/2025,09/10/2026,Cycle Inspection / Re-inspection,0,0,,,,,1,,
50190715,DUE FRATELLI SS,Queens,42-18,43 AVENUE,11104,3473566484,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.74528442,-73.92180191,402,26,18102,4001950,4001630025,QN31,POINT (-73.921801914942 40.745284420675)
50047960,EL TRIO GRILL,Queens,102-01,44 AVENUE,11368,7183960555,Mexican,04/15/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12,A,04/15/2025,09/10/2026,Cycle Inspection / Re-inspection,40.74663364,-73.86220136,404,21,40500,4311620,4019780064,QN26,POINT (-73.862201364846 40.746633638737)
50002573,ITAL KITCHEN,Brooklyn,1032,UNION STREET,11225,3474059727,Vegetarian,08/09/2025,No violations were recorded at the time of this inspection.,,,Not Applicable,0,,,09/10/2026,Inter-Agency Task Force / Initial Inspection,40.66962718,-73.95761103,309,35,32500,3337861,3012730011,BK63,POINT (-73.957611033409 40.669627177995)
50157919,TAQUERIA EL BUCHON,Staten Island,841,CASTLETON AVENUE,10310,7182101875,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.63473687,-74.11036463,501,49,10500,5112967,5001520060,SI35,POINT (-74.110364625151 40.63473686753)
50189411,BILLIARD RESTAURANT AMBAR CORP.,Bronx,185,EAST  167 STREET,10456,9294516951,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.83434291,-73.91721938,204,16,17901,2002764,2024570001,BX14,POINT (-73.917219375316 40.834342913394)
40388253,THE PIZZA PLACE,Bronx,1665,METROPOLITAN AVENUE,10462,7188222907,Pizza,09/30/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,11,A,09/30/2024,09/10/2026,Cycle Inspection / Initial Inspection,40.84046578,-73.85550809,209,18,21001,2096763,2039447501,BX46,POINT (-73.855508090564 40.840465776277)
40514378,THE BANK OF NEW YORK,Manhattan,48,WALL ST FL 6TH,10005,2124951051,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.70632402,-74.00939572,101,1,700,1001005,1000400014,MN25,POINT (-74.009395720368 40.706324023976)
50133159,UMI BUFFET,Brooklyn,3839,NOSTRAND AVENUE,11235,7186486888,Asian/Asian Fusion,07/24/2025,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,53,C,07/24/2025,09/10/2026,Cycle Inspection / Re-inspection,40.59027581,-73.93992188,315,48,59600,3204766,3074460001,BK17,POINT (-73.939921880442 40.59027581235)
50186028,TASTE OF CHINA,Brooklyn,5705,5 AVENUE,11220,3173138559,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.64107467,-74.01449232,307,38,10200,3015720,3008480006,BK34,POINT (-74.014492319449 40.641074671289)
50189006,ECHOES OF SIAM,Manhattan,1099,1 AVENUE,10065,4046942552,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.7603843,-73.96141548,108,5,11000,1044205,1014350024,MN31,POINT (-73.961415475914 40.760384295198)
50170271,HONEY B'S,Brooklyn,698,NOSTRAND AVENUE,11216,6465497049,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.67470472,-73.95005514,308,36,31701,3030987,3012260143,BK61,POINT (-73.950055137853 40.674704716569)
50188506,ON BROOME,Manhattan,358,BROOME STREET,10013,3474013819,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.71994661,-73.99544728,102,1,4100,1007171,1004790035,MN24,POINT (-73.995447281363 40.719946606986)
50176620,CATON MARKET MANAGEMENT LLC,Brooklyn,2123,CATON AVENUE,11226,9174729105,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.65279147,-73.95973726,314,40,50803,3397264,3050630058,BK42,POINT (-73.959737259455 40.652791471847)
40659101,LUCKY HOUSE CHINESE KITCHEN,Brooklyn,343345,LEWIS AVENUE,,7184432298,Chinese,08/03/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,25,,,09/10/2026,Cycle Inspection / Initial Inspection,0,0,,,,,3,,
50044537,BT3 AISLE A,Manhattan,4,PENN PLAZA,10121,2124656273,American,02/01/2025,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,02/01/2025,09/10/2026,Cycle Inspection / Initial Inspection,40.75065484,-73.99194424,105,3,10100,1082908,1007810001,MN17,POINT (-73.991944239076 40.750654836632)
40826098,PIER 40 DELI,Manhattan,PIER 40,WEST HOUSTON STREET,10014,6463365646,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,,,,,,,,,
50118860,PIZZA TOWN,Manhattan,234,CANAL STREET,10013,9178876012,Pizza,06/06/2023,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,30,,,09/10/2026,Cycle Inspection / Initial Inspection,40.71784146,-73.99973666,101,1,2900,1079010,1001980027,MN27,POINT (-73.999736657748 40.717841460149)
50184863,RIPPLE LABS,Manhattan,111,WEST   19 STREET,10011,8484487959,,01/01/1900,,,,Not Applicable,,,,09/10/2026,,40.740708,-73.99521851,104,3,8700,1014730,1007950028,MN13,POINT (-73.995218510958 40.740708002686)
